,CUSTNO,GENDER,AGE,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,avg_grade,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,R_grade,target_grade
3349,3350,1.0,5.0,4.0,0.0,8.0,8.0,2.0,0.0,0.0,8.0,5.0,5.0,0.0,6.0,3.0,6.0,0.0,0.0,2.0,6.0,6.0,6.0,3.0,6.0,0.0,2.0,0.0,1.0,4.0,1.0
3350,3351,1.0,5.0,1.0,3.0,4.0,6.0,3.0,0.0,5.0,0.0,4.0,4.0,0.0,2.0,6.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,6.0,0.0,0.0,5.0,0.0,2.0,4.0,1.0
3351,3352,1.0,5.0,4.0,8.0,6.0,5.0,4.0,2.0,0.0,5.0,5.0,6.0,0.0,4.0,6.0,5.0,6.0,0.0,2.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,0.0,5.0,4.0,1.0
3352,3353,1.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,5.0,5.0,1.0
3353,3354,1.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,8.0,5.0,6.0,0.0,5.0,2.0,2.0,6.0,6.0,3.0,5.0,6.0,3.0,2.0,3.0,3.0,4.0,0.0,6.0,5.0,0.0
3354,3355,1.0,5.0,4.0,7.0,8.0,5.0,5.0,6.0,0.0,5.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,0.0,2.0,4.0,1.0
3355,3356,0.0,5.0,4.0,2.0,5.0,6.0,4.0,0.0,0.0,8.0,5.0,4.0,0.0,6.0,3.0,6.0,3.0,0.0,2.0,3.0,3.0,6.0,3.0,6.0,1.0,6.0,1.0,2.0,5.0,1.0
3356,3357,1.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,5.0,4.0,0.0,3.0,5.0,1.0,6.0,0.0,6.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,0.0,6.0,4.0,1.0
3357,3358,1.0,5.0,1.0,3.0,4.0,0.0,6.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,2.0,2.0,4.0,0.0,2.0,5.0,4.0,0.0
3358,3359,1.0,5.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,8.0,5.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,6.0,2.0,3.0,6.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0
3359,3360,1.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,0.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,5.0,4.0,1.0,2.0,5.0,1.0
3360,3361,1.0,5.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,5.0,0.0
3361,3362,1.0,5.0,4.0,5.0,7.0,6.0,5.0,0.0,0.0,8.0,5.0,7.0,0.0,6.0,6.0,2.0,3.0,0.0,6.0,3.0,6.0,6.0,6.0,2.0,1.0,6.0,0.0,2.0,5.0,0.0
3362,3363,0.0,5.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,6.0,5.0,0.0
3363,3364,1.0,5.0,4.0,3.0,6.0,8.0,1.0,1.0,0.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,0.0
3364,3365,1.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,8.0,4.0,7.0,0.0,8.0,3.0,6.0,5.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,4.0,0.0
3365,3366,1.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0
3366,3367,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,0.0,1.0,2.0,5.0,5.0,3.0,1.0
3367,3368,0.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,5.0,4.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,0.0,3.0,1.0,4.0,0.0
3368,3369,1.0,5.0,1.0,4.0,4.0,5.0,5.0,0.0,2.0,3.0,5.0,3.0,0.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,6.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0
3369,3370,1.0,5.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,0.0,4.0,5.0,0.0
3370,3371,1.0,5.0,1.0,0.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,1.0,5.0,1.0,6.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,0.0,5.0,3.0,5.0,0.0
3371,3372,1.0,5.0,4.0,5.0,8.0,6.0,4.0,0.0,0.0,5.0,5.0,7.0,0.0,5.0,3.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0
3372,3373,1.0,5.0,4.0,7.0,5.0,5.0,2.0,7.0,1.0,8.0,5.0,6.0,0.0,7.0,3.0,6.0,3.0,2.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,0.0,6.0,4.0,0.0
3373,3374,0.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0
3374,3375,1.0,5.0,2.0,0.0,4.0,3.0,1.0,2.0,0.0,3.0,5.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,0.0,5.0,4.0,1.0
3375,3376,1.0,5.0,2.0,6.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,6.0,5.0,0.0
3376,3377,1.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,0.0,1.0,4.0,4.0,0.0,2.0,4.0,5.0,6.0,1.0,2.0,1.0,5.0,5.0,0.0,5.0,0.0,3.0,2.0,4.0,0.0
3377,3378,1.0,5.0,4.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,5.0,7.0,1.0,3.0,2.0,3.0,0.0,0.0,5.0,3.0,5.0,6.0,6.0,0.0,4.0,3.0,5.0,6.0,4.0,0.0
3378,3379,1.0,5.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,3.0,5.0,7.0,1.0,0.0,1.0,5.0,3.0,0.0,2.0,5.0,3.0,2.0,5.0,2.0,4.0,0.0,5.0,2.0,5.0,0.0
3379,3380,1.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,0.0,2.0,0.0,5.0,1.0,4.0,0.0
3380,3381,1.0,5.0,1.0,0.0,4.0,2.0,3.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,4.0,5.0,1.0
3381,3382,1.0,5.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,5.0,5.0,1.0,0.0,6.0,2.0,5.0,5.0,2.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0
3382,3383,1.0,5.0,4.0,3.0,5.0,6.0,2.0,2.0,0.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,2.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,5.0,1.0
3383,3384,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,5.0,0.0
3384,3385,1.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,1.0,3.0,5.0,7.0,0.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,5.0,3.0,5.0,0.0,1.0,0.0,2.0,5.0,0.0
3385,3386,1.0,5.0,4.0,3.0,7.0,5.0,1.0,1.0,0.0,3.0,5.0,7.0,0.0,7.0,2.0,3.0,2.0,0.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,0.0,5.0,4.0,0.0
3386,3387,1.0,5.0,1.0,1.0,4.0,4.0,8.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,5.0,2.0,2.0,6.0,2.0,4.0,0.0,0.0,6.0,4.0,1.0
3387,3388,1.0,5.0,4.0,8.0,8.0,8.0,4.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,3.0,3.0,6.0,0.0,6.0,6.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,6.0,5.0,0.0
3388,3389,1.0,5.0,1.0,0.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,1.0,5.0,4.0,0.0
3389,3390,0.0,5.0,4.0,4.0,8.0,6.0,2.0,3.0,0.0,5.0,5.0,7.0,0.0,5.0,6.0,6.0,2.0,0.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,6.0,0.0,5.0,4.0,1.0
3390,3391,1.0,5.0,3.0,5.0,8.0,9.0,4.0,7.0,3.0,8.0,5.0,5.0,2.0,3.0,3.0,5.0,6.0,5.0,2.0,3.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,4.0,1.0
3391,3392,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,4.0,1.0,5.0,0.0
3392,3393,1.0,5.0,4.0,3.0,8.0,3.0,6.0,0.0,0.0,8.0,5.0,7.0,0.0,2.0,3.0,3.0,2.0,0.0,6.0,5.0,6.0,5.0,3.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0
3393,3394,1.0,5.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,6.0,5.0,1.0
3394,3395,1.0,5.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,6.0,5.0,0.0
3395,3396,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,1.0,4.0,3.0,2.0,3.0,5.0,5.0,6.0,2.0,5.0,2.0,2.0,6.0,0.0,2.0,2.0,6.0,5.0,5.0,1.0
3396,3397,1.0,5.0,4.0,7.0,3.0,5.0,1.0,1.0,1.0,0.0,5.0,6.0,3.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,6.0,0.0,4.0,5.0,6.0,5.0,4.0,1.0
3397,3398,1.0,5.0,1.0,1.0,4.0,8.0,5.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,1.0,2.0,6.0,4.0,4.0,0.0,3.0,6.0,4.0,1.0
3398,3399,1.0,5.0,4.0,8.0,6.0,9.0,6.0,1.0,0.0,8.0,5.0,7.0,0.0,8.0,3.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,0.0,2.0,4.0,1.0
3399,3400,1.0,5.0,4.0,3.0,8.0,9.0,5.0,2.0,0.0,5.0,5.0,7.0,0.0,4.0,3.0,6.0,5.0,0.0,6.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0,0.0,6.0,4.0,1.0
3400,3401,1.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,3.0,5.0,5.0,1.0,6.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,5.0,2.0,4.0,1.0
3401,3402,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0
3402,3403,1.0,5.0,4.0,5.0,6.0,6.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,5.0,6.0,0.0,6.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
3403,3404,1.0,5.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,3.0,6.0,2.0,0.0,0.0,6.0,4.0,0.0
3404,3405,1.0,5.0,4.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,5.0,4.0,0.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,0.0,2.0,4.0,0.0
3405,3406,1.0,5.0,4.0,3.0,4.0,8.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,6.0,6.0,3.0,2.0,5.0,2.0,6.0,2.0,6.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0
3406,3407,0.0,5.0,4.0,8.0,8.0,5.0,5.0,0.0,1.0,8.0,5.0,7.0,0.0,7.0,3.0,6.0,6.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,0.0,5.0,0.0,4.0,4.0,1.0
3407,3408,1.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,0.0,5.0,5.0,7.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0,5.0,5.0,2.0,5.0,6.0,5.0,0.0,0.0,6.0,4.0,0.0
3408,3409,1.0,5.0,4.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
3409,3410,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,5.0,4.0,0.0,2.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0
3410,3411,1.0,5.0,4.0,8.0,5.0,5.0,3.0,0.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,5.0,6.0,0.0,3.0,5.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,2.0,4.0,1.0
3411,3412,1.0,5.0,2.0,5.0,8.0,6.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,6.0,2.0,5.0,0.0,5.0,3.0,6.0,3.0,6.0,2.0,5.0,0.0,0.0,6.0,5.0,0.0
3412,3413,1.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0
3413,3414,1.0,5.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0
3414,3415,1.0,5.0,1.0,1.0,2.0,5.0,3.0,5.0,6.0,0.0,4.0,4.0,3.0,0.0,2.0,5.0,2.0,6.0,2.0,2.0,5.0,2.0,5.0,0.0,6.0,0.0,5.0,2.0,4.0,0.0
3415,3416,1.0,5.0,4.0,4.0,8.0,5.0,6.0,3.0,0.0,8.0,5.0,6.0,0.0,2.0,3.0,6.0,3.0,0.0,6.0,6.0,6.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0
3416,3417,1.0,5.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,1.0
3417,3418,1.0,5.0,1.0,2.0,1.0,8.0,2.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,5.0,0.0
3418,3419,0.0,5.0,4.0,7.0,8.0,5.0,4.0,0.0,0.0,8.0,5.0,7.0,0.0,0.0,3.0,2.0,6.0,0.0,2.0,3.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0
3419,3420,1.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,5.0,0.0
3420,3421,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,5.0,0.0,2.0,5.0,5.0,1.0
3421,3422,1.0,5.0,1.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0,2.0,5.0,2.0,2.0,5.0,0.0,5.0,1.0,5.0,2.0,5.0,1.0
3422,3423,1.0,5.0,4.0,5.0,8.0,5.0,4.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,6.0,6.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0
3423,3424,1.0,5.0,4.0,3.0,7.0,3.0,2.0,0.0,0.0,5.0,5.0,7.0,0.0,2.0,2.0,2.0,5.0,0.0,3.0,6.0,3.0,5.0,6.0,3.0,5.0,2.0,0.0,1.0,5.0,0.0
3424,3425,1.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,0.0,1.0,4.0,3.0,0.0,2.0,5.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,6.0,1.0,4.0,0.0
3425,3426,1.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,6.0,0.0,5.0,5.0,5.0,5.0,1.0
3426,3427,1.0,5.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,0.0,1.0,3.0,5.0,0.0
3427,3428,1.0,5.0,3.0,7.0,3.0,5.0,1.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0
3428,3429,1.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,7.0,1.0,4.0,2.0,6.0,3.0,0.0,3.0,5.0,2.0,2.0,6.0,0.0,2.0,4.0,2.0,3.0,4.0,0.0
3430,3431,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,5.0,4.0,1.0
3431,3432,0.0,5.0,3.0,4.0,7.0,9.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,0.0,1.0,4.0,0.0
3432,3433,1.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,6.0,0.0,1.0,4.0,4.0,4.0,5.0,1.0
3433,3434,0.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,7.0,2.0,6.0,2.0,2.0,3.0,5.0,6.0,5.0,2.0,5.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,0.0
3434,3435,0.0,5.0,4.0,2.0,4.0,2.0,3.0,0.0,3.0,8.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0,4.0,0.0
3435,3436,1.0,5.0,1.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,1.0
3436,3437,1.0,5.0,4.0,7.0,7.0,5.0,6.0,2.0,1.0,8.0,5.0,7.0,0.0,5.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,6.0,2.0,5.0,3.0,0.0,2.0,5.0,0.0
3437,3438,1.0,5.0,4.0,8.0,7.0,5.0,5.0,0.0,0.0,5.0,5.0,7.0,0.0,8.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,5.0,0.0,3.0,0.0,2.0,4.0,1.0
3438,3439,1.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0
3439,3440,1.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,6.0,3.0,5.0,0.0
3440,3441,1.0,5.0,4.0,7.0,7.0,5.0,4.0,0.0,0.0,8.0,5.0,7.0,0.0,2.0,5.0,2.0,2.0,0.0,2.0,5.0,5.0,5.0,3.0,6.0,0.0,2.0,0.0,2.0,3.0,1.0
3441,3442,1.0,5.0,4.0,3.0,5.0,3.0,6.0,4.0,1.0,3.0,5.0,6.0,0.0,2.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,0.0,2.0,3.0,0.0
3442,3443,1.0,5.0,4.0,8.0,8.0,5.0,2.0,2.0,0.0,3.0,5.0,7.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,0.0,1.0,3.0,0.0
3443,3444,1.0,5.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0
3444,3445,0.0,5.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,5.0,2.0,5.0,5.0,0.0,4.0,4.0,0.0,6.0,5.0,1.0
3445,3446,1.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,6.0,1.0,4.0,0.0
3446,3447,1.0,5.0,4.0,7.0,5.0,5.0,3.0,0.0,0.0,3.0,5.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,3.0,2.0,6.0,5.0,3.0,2.0,0.0,6.0,2.0,2.0,5.0,1.0
3447,3448,1.0,5.0,1.0,7.0,4.0,8.0,2.0,1.0,0.0,5.0,5.0,4.0,1.0,6.0,3.0,3.0,3.0,0.0,5.0,3.0,6.0,6.0,3.0,2.0,2.0,6.0,5.0,2.0,4.0,0.0
3448,3449,1.0,5.0,3.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3449,3450,1.0,5.0,4.0,1.0,3.0,3.0,6.0,0.0,5.0,5.0,4.0,7.0,0.0,0.0,1.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0
3450,3451,1.0,5.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,5.0,4.0,0.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,0.0,3.0,0.0,4.0,4.0,4.0,6.0,5.0,1.0
3451,3452,1.0,5.0,4.0,4.0,3.0,6.0,2.0,0.0,0.0,8.0,5.0,4.0,0.0,4.0,3.0,3.0,6.0,0.0,5.0,6.0,3.0,6.0,3.0,6.0,4.0,3.0,0.0,5.0,4.0,1.0
3452,3453,1.0,5.0,1.0,5.0,2.0,9.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,0.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,0.0
3453,3454,1.0,5.0,4.0,8.0,6.0,6.0,4.0,0.0,0.0,3.0,5.0,7.0,0.0,6.0,3.0,3.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,0.0,2.0,4.0,0.0
3454,3455,1.0,5.0,4.0,7.0,6.0,6.0,4.0,2.0,0.0,0.0,5.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,6.0,0.0,5.0,0.0,4.0,6.0,5.0,1.0
3455,3456,1.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0
3456,3457,1.0,5.0,4.0,4.0,7.0,8.0,1.0,4.0,0.0,8.0,5.0,6.0,0.0,6.0,3.0,3.0,6.0,0.0,2.0,3.0,3.0,6.0,2.0,6.0,3.0,2.0,0.0,1.0,4.0,0.0
3457,3458,1.0,5.0,3.0,0.0,3.0,8.0,1.0,0.0,1.0,3.0,5.0,6.0,0.0,1.0,5.0,5.0,4.0,2.0,2.0,6.0,2.0,6.0,5.0,3.0,0.0,1.0,4.0,6.0,5.0,0.0
3458,3459,1.0,5.0,1.0,6.0,4.0,6.0,5.0,1.0,3.0,5.0,5.0,7.0,0.0,6.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,5.0,4.0,2.0,0.0,6.0,5.0,0.0
